OrderID,ProductID,Quantity,UnitCost,UnitPrice,DiscountRate,IsReturned,ReturnDate,ReturnTime,ReturnReason
ord02428,PRDCT0081,4,6.51,8.97,0.0,1,04/26/2023,15:45:40,Damaged Spray Nozzle
ORD02429,prdct0056,2,3.13,4.95,0.0,0,9999-12-31,00:00:00,
ORD02430,PRDCT0039,1,3.88,6.31,0.05,0,9999-12-31,00:00:00,
ORD02430,PRDCT0060,1,5.69,8.03,0.0,0,9999-12-31,00:00:00,
ORD02430,PRDCT0043,3,2.37,3.56,0.1,0,9999-12-31,00:00:00,
ORD02430,PRDCT0017,1,2.13,2.71,0.05,1,26-10-2022,18:15:54,Expired Date
ord02431,prdct0032,2,4.92,7.33,0.0,0,9999-12-31,00:00:00,
ORD02431,PRDCT0034,2,2.09,2.76,0.0,0,9999-12-31,00:00:00,
ord02432,prdct0028,1,3.79,4.83,0.0,0,9999-12-31,00:00:00,
ord02433,PRDCT0077,1,5.43,7.77,0.05,0,9999-12-31,00:00:00,
ORD02433,PRDCT0068,2,11.1,16.69,0.0,0,9999-12-31,00:00:00,
ord02433,PRDCT0084,2,6.4,10.03,0.0,0,9999-12-31,00:00:00,
ORD02433,PRDCT0074,4,11.41,16.28,0.0,0,9999-12-31,00:00:00,
ORD02434,PRDCT0038,3,4.86,6.52,0.0,0,9999-12-31,00:00:00,
ORD02434,prdct0051,2,1.5,2.06,0.0,0,9999-12-31,00:00:00,
ORD02434,prdct0040,4,2.61,4.2,0.1,0,9999-12-31,00:00:00,
ORD02434,prdct0052,3,3.0,4.28,0.0,0,9999-12-31,00:00:00,
ord02434,PRDCT0049,4,3.39,4.95,0.1,0,9999-12-31,00:00:00,
ORD02435,prdct0037,3,1.42,1.85,0.0,0,9999-12-31,00:00:00,
ORD02435,PRDCT0059,1,5.18,8.13,0.0,0,9999-12-31,00:00:00,
ORD02435,PRDCT0052,2,3.0,4.28,0.0,0,9999-12-31,00:00:00,
ORD02436,PRDCT0082,1,9.08,12.83,0.05,0,9999-12-31,00:00:00,
ORD02436,PRDCT0067,3,2.23,3.34,0.0,0,9999-12-31,00:00:00,
ORD02437,PRDCT0011,2,4.77,7.6,0.0,0,9999-12-31,00:00:00,
ORD02437,prdct0024,2,2.18,3.1,0.0,0,9999-12-31,00:00:00,
ORD02437,PRDCT0099,1,8.99,11.53,0.0,0,9999-12-31,00:00:00,
ORD02438,PRDCT0065,1,1.46,2.09,0.05,0,9999-12-31,00:00:00,
ORD02438,PRDCT0064,2,10.37,13.43,0.0,0,9999-12-31,00:00:00,
ORD02438,PRDCT0077,2,4.94,7.07,0.0,0,9999-12-31,00:00:00,
ORD02438,PRDCT0035,1,2.02,2.54,0.0,0,9999-12-31,00:00:00,
ORD02439,PRDCT0055,18,2.96,4.82,0.0,0,9999-12-31,00:00:00,
ORD02439,PRDCT0060,4,8.33,11.76,0.0,0,9999-12-31,00:00:00,
ORD02439,PRDCT0033,22,3.48,4.91,0.0,0,9999-12-31,00:00:00,
ORD02439,PRDCT0056,2,3.45,5.44,0.0,0,9999-12-31,00:00:00,
ORD02439,PRDCT0052,2,3.99,5.7,0.0,0,9999-12-31,00:00:00,
ord02439,PRDCT0047,5,5.78,8.12,0.1,0,9999-12-31,00:00:00,
ORD02439,PRDCT0050,4,2.11,3.38,0.0,0,9999-12-31,00:00:00,
ord02439,prdct0006,4,13.43,16.93,0.0,0,9999-12-31,00:00:00,
ORD02440,PRDCT0052,3,2.73,3.89,0.05,0,9999-12-31,00:00:00,
ORD02440,PRDCT0049,1,3.08,4.5,0.15,0,9999-12-31,00:00:00,
ORD02440,prdct0044,3,3.94,5.41,0.0,0,9999-12-31,00:00:00,
ORD02441,PRDCT0076,1,11.64,17.97,0.25,0,9999-12-31,00:00:00,
ORD02441,PRDCT0061,1,9.41,12.08,0.3,1,11/23/2023,17:45:47,Customer Changed Mind
ord02441,PRDCT0089,1,9.26,13.66,0.2,0,9999-12-31,00:00:00,
ord02441,PRDCT0062,3,3.64,5.86,0.2,0,9999-12-31,00:00:00,
ord02441,prdct0090,2,10.82,17.23,0.3,0,9999-12-31,00:00:00,
ORD02442,PRDCT0021,3,1.24,1.77,0.0,0,9999-12-31,00:00:00,
ord02442,PRDCT0020,3,5.14,7.47,0.0,0,9999-12-31,00:00:00,
ord02442,prdct0046,1,2.02,2.73,0.0,0,9999-12-31,00:00:00,
ORD02443,PRDCT0013,1,6.33,8.36,0.0,0,9999-12-31,00:00:00,
ORD02444,prdct0031,2,3.17,4.84,0.05,0,9999-12-31,00:00:00,
ORD02444,prdct0043,2,2.86,4.31,0.05,0,9999-12-31,00:00:00,
ORD02445,PRDCT0033,2,2.61,3.69,0.05,0,9999-12-31,00:00:00,
ord02445,prdct0054,2,3.79,5.05,0.0,0,9999-12-31,00:00:00,
ord02445,prdct0077,2,4.49,6.43,0.0,0,9999-12-31,00:00:00,
ORD02446,PRDCT0085,2,2.51,3.49,0.0,0,9999-12-31,00:00:00,
ord02446,PRDCT0079,2,8.95,11.9,0.0,0,9999-12-31,00:00:00,
ord02446,prdct0069,4,5.15,6.95,0.0,0,9999-12-31,00:00:00,
ORD02446,PRDCT0066,4,3.79,5.88,0.0,0,9999-12-31,00:00:00,
ord02446,PRDCT0087,1,5.9,9.15,0.0,0,9999-12-31,00:00:00,
ORD02447,prdct0020,4,4.67,6.79,0.0,0,9999-12-31,00:00:00,
ORD02447,prdct0022,3,0.91,1.17,0.0,0,9999-12-31,00:00:00,
ORD02447,prdct0012,2,2.73,4.05,0.0,0,9999-12-31,00:00:00,
ord02447,PRDCT0007,1,19.79,30.81,0.0,0,9999-12-31,00:00:00,
ord02448,PRDCT0074,1,9.43,13.46,0.0,0,9999-12-31,00:00:00,
ORD02448,prdct0070,2,5.12,6.44,0.0,0,9999-12-31,00:00:00,
ord02448,PRDCT0082,14,9.08,12.83,0.15,0,9999-12-31,00:00:00,
ORD02449,PRDCT0075,1,3.97,6.06,0.0,0,9999-12-31,00:00:00,
ord02449,PRDCT0089,3,11.2,16.53,0.0,0,9999-12-31,00:00:00,
ORD02450,PRDCT0056,3,2.59,4.09,0.0,0,9999-12-31,00:00:00,
ord02451,PRDCT0054,1,3.79,5.05,0.0,0,9999-12-31,00:00:00,
ORD02452,prdct0077,3,4.94,7.07,0.0,0,9999-12-31,00:00:00,
ORD02452,prdct0082,1,9.98,14.11,0.0,0,9999-12-31,00:00:00,
ord02453,PRDCT0041,2,3.95,5.45,0.0,0,9999-12-31,00:00:00,
ord02453,PRDCT0040,2,2.16,3.47,0.0,0,9999-12-31,00:00:00,
ORD02453,PRDCT0048,3,3.55,5.08,0.0,0,9999-12-31,00:00:00,
ORD02453,PRDCT0038,3,4.02,5.39,0.0,0,9999-12-31,00:00:00,
ord02453,prdct0047,3,3.59,5.04,0.0,0,9999-12-31,00:00:00,
ord02453,prdct0053,12,4.81,7.4,0.0,0,9999-12-31,00:00:00,
ORD02453,PRDCT0052,3,2.48,3.54,0.0,0,9999-12-31,00:00:00,
ord02454,prdct0033,1,2.87,4.06,0.05,0,9999-12-31,00:00:00,
ORD02454,PRDCT0040,1,2.87,4.62,0.0,0,9999-12-31,00:00:00,
ORD02454,PRDCT0097,1,10.74,14.77,0.0,0,9999-12-31,00:00:00,
ord02455,PRDCT0017,2,2.84,3.6,0.0,0,9999-12-31,00:00:00,
ord02455,prdct0024,1,2.64,3.75,0.15,0,9999-12-31,00:00:00,
ord02455,prdct0020,1,6.84,9.94,0.0,0,9999-12-31,00:00:00,
ORD02455,PRDCT0053,3,7.04,10.83,0.0,0,9999-12-31,00:00:00,
ord02456,prdct0035,3,2.45,3.08,0.0,0,9999-12-31,00:00:00,
ORD02456,PRDCT0034,4,2.79,3.67,0.0,0,9999-12-31,00:00:00,
ORD02456,PRDCT0031,1,3.83,5.86,0.0,0,9999-12-31,00:00:00,
ORD02456,PRDCT0060,1,8.33,11.76,0.15,0,9999-12-31,00:00:00,
ORD02457,prdct0009,1,15.02,21.31,0.0,0,9999-12-31,00:00:00,
ord02457,PRDCT0094,1,8.91,12.52,0.0,0,9999-12-31,00:00:00,
ORD02458,prdct0024,1,2.4,3.41,0.0,0,9999-12-31,00:00:00,
ord02458,PRDCT0010,15,18.22,27.68,0.15,0,9999-12-31,00:00:00,
ord02458,PRDCT0001,1,20.36,25.77,0.1,0,9999-12-31,00:00:00,
ord02459,PRDCT0040,2,2.87,4.62,0.0,0,9999-12-31,00:00:00,
ord02459,PRDCT0037,4,1.56,2.04,0.0,0,9999-12-31,00:00:00,
ord02459,prdct0038,2,5.35,7.17,0.1,0,9999-12-31,00:00:00,
ORD02459,PRDCT0049,2,3.73,5.44,0.0,0,9999-12-31,00:00:00,
ord02460,PRDCT0021,1,1.24,1.77,0.0,0,9999-12-31,00:00:00,
ORD02460,prdct0006,2,9.17,11.56,0.0,0,9999-12-31,00:00:00,
ORD02461,PRDCT0054,1,3.79,5.05,0.0,0,9999-12-31,00:00:00,
ORD02461,prdct0053,2,5.82,8.95,0.0,0,9999-12-31,00:00:00,
ORD02461,prdct0040,2,2.61,4.2,0.0,0,9999-12-31,00:00:00,
ord02462,prdct0059,2,4.28,6.72,0.2,0,9999-12-31,00:00:00,
ORD02463,PRDCT0019,17,2.82,4.54,0.0,0,9999-12-31,00:00:00,
ORD02463,prdct0007,2,21.77,33.89,0.0,0,9999-12-31,00:00:00,
ORD02463,PRDCT0011,2,4.33,6.91,0.0,0,9999-12-31,00:00:00,
ORD02464,prdct0005,2,24.7,33.31,0.05,0,9999-12-31,00:00:00,
ORD02464,prdct0015,1,4.99,8.19,0.0,0,9999-12-31,00:00:00,
ORD02465,PRDCT0021,1,1.24,1.77,0.05,0,9999-12-31,00:00:00,
ORD02466,prdct0090,3,9.83,15.66,0.0,0,9999-12-31,00:00:00,
ord02467,prdct0016,4,4.79,7.56,0.0,0,9999-12-31,00:00:00,
ORD02467,prdct0001,2,18.51,23.43,0.0,0,9999-12-31,00:00:00,
ORD02467,PRDCT0028,3,3.79,4.83,0.05,0,9999-12-31,00:00:00,
ord02467,prdct0004,4,10.71,13.85,0.0,0,9999-12-31,00:00:00,
ord02467,PRDCT0026,3,5.35,7.08,0.05,0,9999-12-31,00:00:00,
ORD02467,PRDCT0018,1,8.07,10.6,0.0,0,9999-12-31,00:00:00,
ORD02467,PRDCT0020,10,5.65,8.22,0.0,0,9999-12-31,00:00:00,
ord02468,prdct0091,2,6.09,9.78,0.0,1,2026.02.11,11:01:42,Packaging Damage
ord02468,PRDCT0033,3,3.48,4.91,0.15,0,9999-12-31,00:00:00,
ORD02469,PRDCT0010,1,16.56,25.17,0.0,0,9999-12-31,00:00:00,
ORD02469,prdct0018,2,8.07,10.6,0.1,0,9999-12-31,00:00:00,
ord02469,PRDCT0022,2,1.1,1.42,0.0,0,9999-12-31,00:00:00,
ORD02470,prdct0059,1,6.27,9.84,0.0,0,9999-12-31,00:00:00,
ord02470,PRDCT0058,3,6.37,8.23,0.0,0,9999-12-31,00:00:00,
ORD02471,PRDCT0016,1,5.27,8.32,0.15,0,9999-12-31,00:00:00,
ORD02471,PRDCT0027,2,5.91,7.59,0.0,1,24-04-2024,09:51:18,Unripe Product
ORD02471,PRDCT0017,1,2.58,3.27,0.0,0,9999-12-31,00:00:00,
ord02472,PRDCT0011,1,3.94,6.28,0.0,0,9999-12-31,00:00:00,
ORD02472,PRDCT0003,1,8.77,13.9,0.0,0,9999-12-31,00:00:00,
ORD02472,prdct0025,1,2.38,3.73,0.0,0,9999-12-31,00:00:00,
ORD02473,PRDCT0050,1,1.74,2.8,0.0,0,9999-12-31,00:00:00,
ord02473,PRDCT0037,1,1.56,2.04,0.0,0,9999-12-31,00:00:00,
ORD02474,prdct0004,3,8.85,11.45,0.0,0,9999-12-31,00:00:00,
ORD02474,prdct0009,1,12.41,17.61,0.0,0,9999-12-31,00:00:00,
ORD02474,prdct0082,1,7.5,10.6,0.05,0,9999-12-31,00:00:00,
ord02475,PRDCT0016,1,5.8,9.15,0.0,0,9999-12-31,00:00:00,
ord02475,prdct0011,2,5.77,9.19,0.05,0,9999-12-31,00:00:00,
ORD02475,prdct0003,1,12.84,20.35,0.0,0,9999-12-31,00:00:00,
ord02476,PRDCT0093,2,3.89,5.32,0.0,0,9999-12-31,00:00:00,
ORD02476,PRDCT0035,11,1.52,1.91,0.0,0,9999-12-31,00:00:00,
ORD02476,PRDCT0054,1,3.13,4.17,0.0,0,9999-12-31,00:00:00,
ORD02477,PRDCT0042,1,2.97,4.86,0.0,0,9999-12-31,00:00:00,
ORD02477,prdct0044,1,5.24,7.2,0.05,0,9999-12-31,00:00:00,
ord02478,PRDCT0010,3,15.06,22.88,0.0,0,9999-12-31,00:00:00,
ORD02478,prdct0029,2,1.01,1.58,0.15,0,9999-12-31,00:00:00,
ord02478,PRDCT0014,3,2.63,3.74,0.1,0,9999-12-31,00:00:00,
ORD02478,PRDCT0017,2,2.13,2.71,0.0,0,9999-12-31,00:00:00,
ORD02478,PRDCT0009,3,13.65,19.37,0.15,0,9999-12-31,00:00:00,
ORD02479,PRDCT0049,4,3.39,4.95,0.0,0,9999-12-31,00:00:00,
ORD02479,PRDCT0059,1,5.18,8.13,0.0,0,9999-12-31,00:00:00,
ord02479,PRDCT0058,1,5.26,6.8,0.0,0,9999-12-31,00:00:00,
ord02479,PRDCT0032,2,4.92,7.33,0.0,0,9999-12-31,00:00:00,
ORD02480,PRDCT0023,1,1.85,2.52,0.0,0,9999-12-31,00:00:00,
ORD02480,PRDCT0008,1,10.19,16.01,0.0,0,9999-12-31,00:00:00,
ord02481,prdct0076,2,12.8,19.77,0.0,0,9999-12-31,00:00:00,
ORD02481,PRDCT0068,2,10.09,15.17,0.1,0,9999-12-31,00:00:00,
ord02482,prdct0051,2,2.0,2.74,0.0,0,9999-12-31,00:00:00,
ORD02482,prdct0040,2,3.48,5.59,0.0,0,9999-12-31,00:00:00,
ord02483,prdct0014,2,2.63,3.74,0.25,0,9999-12-31,00:00:00,
ORD02483,PRDCT0008,4,10.19,16.01,0.2,0,9999-12-31,00:00:00,
ORD02483,prdct0007,4,21.77,33.89,0.15,0,9999-12-31,00:00:00,
ord02483,PRDCT0037,2,1.29,1.68,0.2,0,9999-12-31,00:00:00,
ORD02484,prdct0092,2,12.85,16.57,0.05,0,9999-12-31,00:00:00,
ORD02484,PRDCT0039,2,5.17,8.4,0.0,0,9999-12-31,00:00:00,
ORD02484,PRDCT0098,3,5.93,8.86,0.0,0,9999-12-31,00:00:00,
ORD02485,PRDCT0048,2,4.73,6.76,0.0,0,9999-12-31,00:00:00,
ORD02485,PRDCT0032,1,5.42,8.07,0.0,0,9999-12-31,00:00:00,
ORD02485,PRDCT0039,3,4.7,7.64,0.0,0,9999-12-31,00:00:00,
ord02485,PRDCT0035,3,2.02,2.54,0.1,0,9999-12-31,00:00:00,
ord02486,prdct0019,2,2.56,4.13,0.0,0,9999-12-31,00:00:00,
ORD02487,PRDCT0066,1,4.17,6.47,0.15,0,9999-12-31,00:00:00,
ord02487,PRDCT0077,1,4.08,5.84,0.4,0,9999-12-31,00:00:00,
ord02487,prdct0071,11,11.11,17.08,0.25,0,9999-12-31,00:00:00,
ord02487,prdct0090,3,9.83,15.66,0.3,0,9999-12-31,00:00:00,
ORD02487,PRDCT0063,1,2.94,4.28,0.2,0,9999-12-31,00:00:00,
ORD02488,prdct0028,2,4.17,5.31,0.15,0,9999-12-31,00:00:00,
ORD02489,prdct0055,1,2.23,3.62,0.2,0,9999-12-31,00:00:00,
ord02489,PRDCT0050,3,1.59,2.54,0.15,0,9999-12-31,00:00:00,
ord02489,PRDCT0039,1,4.27,6.95,0.4,0,9999-12-31,00:00:00,
ord02489,prdct0069,1,6.23,8.41,0.25,0,9999-12-31,00:00:00,
ORD02490,PRDCT0020,2,6.22,9.04,0.0,0,9999-12-31,00:00:00,
ORD02490,PRDCT0029,1,1.22,1.92,0.0,0,9999-12-31,00:00:00,
ord02490,PRDCT0030,1,1.09,1.64,0.0,0,9999-12-31,00:00:00,
ord02491,PRDCT0014,1,2.89,4.11,0.0,0,9999-12-31,00:00:00,
ord02491,prdct0006,1,10.09,12.72,0.0,0,9999-12-31,00:00:00,
ORD02492,PRDCT0073,1,5.19,8.54,0.0,0,9999-12-31,00:00:00,
ORD02492,prdct0069,2,6.23,8.41,0.0,0,9999-12-31,00:00:00,
ord02492,PRDCT0076,1,11.64,17.97,0.0,0,9999-12-31,00:00:00,
ORD02493,PRDCT0076,2,12.8,19.77,0.0,0,9999-12-31,00:00:00,
ord02493,PRDCT0073,1,5.71,9.4,0.0,1,2024.12.04,11:56:26,Customer Changed Mind
ord02493,PRDCT0061,2,10.36,13.28,0.0,0,9999-12-31,00:00:00,
ORD02493,prdct0074,22,10.37,14.8,0.05,0,9999-12-31,00:00:00,
ORD02494,PRDCT0001,2,20.36,25.77,0.0,0,9999-12-31,00:00:00,
ORD02494,PRDCT0012,23,3.63,5.39,0.0,0,9999-12-31,00:00:00,
ord02494,prdct0014,11,3.18,4.53,0.15,0,9999-12-31,00:00:00,
ORD02494,PRDCT0018,2,8.88,11.66,0.0,0,9999-12-31,00:00:00,
ord02494,prdct0017,2,2.58,3.27,0.0,0,9999-12-31,00:00:00,
ord02495,PRDCT0061,2,8.56,10.98,0.0,0,9999-12-31,00:00:00,
ORD02496,PRDCT0035,2,1.67,2.1,0.15,0,9999-12-31,00:00:00,
ORD02496,prdct0051,2,1.36,1.87,0.0,0,9999-12-31,00:00:00,
ORD02496,PRDCT0033,2,2.38,3.36,0.0,0,9999-12-31,00:00:00,
ORD02496,prdct0047,3,3.95,5.54,0.0,0,9999-12-31,00:00:00,
ORD02496,PRDCT0025,2,2.62,4.1,0.0,0,9999-12-31,00:00:00,
ORD02497,prdct0009,1,16.52,23.44,0.0,0,9999-12-31,00:00:00,
ORD02497,prdct0023,1,2.24,3.05,0.0,0,9999-12-31,00:00:00,
ord02498,PRDCT0042,1,2.97,4.86,0.0,0,9999-12-31,00:00:00,
ORD02499,prdct0085,1,3.04,4.22,0.05,0,9999-12-31,00:00:00,
ORD02500,PRDCT0011,1,5.77,9.19,0.0,0,9999-12-31,00:00:00,
ord02501,prdct0100,1,11.05,14.61,0.0,0,9999-12-31,00:00:00,
ord02501,prdct0034,1,2.3,3.03,0.0,0,9999-12-31,00:00:00,
ORD02501,PRDCT0035,1,2.02,2.54,0.0,0,9999-12-31,00:00:00,
ORD02502,prdct0072,1,10.34,15.65,0.0,0,9999-12-31,00:00:00,
ord02503,prdct0071,2,13.44,20.67,0.0,0,9999-12-31,00:00:00,
ORD02503,prdct0083,1,4.17,5.43,0.0,0,9999-12-31,00:00:00,
ORD02503,prdct0088,1,9.08,14.29,0.0,0,9999-12-31,00:00:00,
ORD02503,PRDCT0011,1,5.24,8.36,0.0,0,9999-12-31,00:00:00,
ORD02504,PRDCT0001,1,22.4,28.34,0.0,0,9999-12-31,00:00:00,
ord02505,PRDCT0078,2,15.02,23.16,0.0,0,9999-12-31,00:00:00,
ORD02505,PRDCT0079,3,13.1,17.42,0.1,0,9999-12-31,00:00:00,
ORD02505,PRDCT0084,4,6.4,10.03,0.0,0,9999-12-31,00:00:00,
ORD02505,PRDCT0063,5,3.91,5.7,0.0,0,9999-12-31,00:00:00,
ORD02505,prdct0045,2,5.64,8.13,0.0,0,9999-12-31,00:00:00,
ord02506,prdct0022,1,0.91,1.17,0.0,0,9999-12-31,00:00:00,
ord02506,PRDCT0014,1,2.39,3.4,0.0,0,9999-12-31,00:00:00,
ORD02507,prdct0020,2,5.14,7.47,0.0,0,9999-12-31,00:00:00,
ORD02507,prdct0024,1,1.98,2.82,0.0,0,9999-12-31,00:00:00,
ord02508,PRDCT0019,1,3.41,5.5,0.0,0,9999-12-31,00:00:00,
ord02508,PRDCT0029,7,1.22,1.92,0.1,0,9999-12-31,00:00:00,
ORD02508,PRDCT0015,2,4.99,8.19,0.0,0,9999-12-31,00:00:00,
ORD02509,PRDCT0067,1,2.96,4.45,0.0,0,9999-12-31,00:00:00,
ord02510,prdct0080,2,7.06,9.47,0.0,0,9999-12-31,00:00:00,
ORD02510,PRDCT0088,2,9.99,15.72,0.0,0,9999-12-31,00:00:00,
ORD02510,prdct0085,1,3.67,5.11,0.05,0,9999-12-31,00:00:00,
ORD02511,PRDCT0087,2,7.14,11.07,0.1,0,9999-12-31,00:00:00,
ORD02511,PRDCT0073,3,5.19,8.54,0.0,0,9999-12-31,00:00:00,
ord02512,prdct0013,1,6.33,8.36,0.1,1,21/03/2026,14:40:38,Taste Defect
ord02512,prdct0020,1,7.52,10.94,0.0,0,9999-12-31,00:00:00,
ORD02512,PRDCT0002,2,32.81,45.58,0.0,0,9999-12-31,00:00:00,
ORD02512,PRDCT0093,1,6.26,8.57,0.0,0,9999-12-31,00:00:00,
ORD02513,PRDCT0032,1,5.96,8.87,0.0,0,9999-12-31,00:00:00,
ORD02513,PRDCT0053,2,7.04,10.83,0.05,0,9999-12-31,00:00:00,
ORD02513,prdct0045,1,5.64,8.13,0.0,0,9999-12-31,00:00:00,
ord02514,PRDCT0009,3,16.52,23.44,0.05,0,9999-12-31,00:00:00,
ORD02514,PRDCT0010,3,18.22,27.68,0.0,0,9999-12-31,00:00:00,
ord02515,PRDCT0001,19,20.36,25.77,0.15,0,9999-12-31,00:00:00,
ord02515,prdct0007,1,26.34,41.01,0.25,0,9999-12-31,00:00:00,
ORD02515,prdct0029,3,1.22,1.92,0.15,0,9999-12-31,00:00:00,
ORD02515,PRDCT0050,2,1.74,2.8,0.3,0,9999-12-31,00:00:00,
ORD02516,PRDCT0038,1,4.86,6.52,0.0,1,2023-06-20,17:49:27,Leaking Bottle
ORD02516,PRDCT0037,3,1.42,1.85,0.0,0,9999-12-31,00:00:00,
ORD02516,PRDCT0029,3,1.11,1.74,0.0,0,9999-12-31,00:00:00,
ORD02517,PRDCT0088,20,9.99,15.72,0.05,0,9999-12-31,00:00:00,
ORD02517,PRDCT0066,2,5.55,8.61,0.0,1,2025.07.15,23:51:27,Wrong Item Sent
ORD02518,PRDCT0099,2,9.89,12.68,0.0,0,9999-12-31,00:00:00,
ORD02518,prdct0035,1,2.02,2.54,0.0,0,9999-12-31,00:00:00,
ORD02519,PRDCT0084,2,6.4,10.03,0.15,0,9999-12-31,00:00:00,
ord02519,PRDCT0088,1,9.99,15.72,0.15,0,9999-12-31,00:00:00,
ord02519,PRDCT0062,1,4.41,7.09,0.15,0,9999-12-31,00:00:00,
ORD02520,PRDCT0083,2,4.17,5.43,0.0,0,9999-12-31,00:00:00,
ORD02520,prdct0062,2,4.01,6.44,0.0,0,9999-12-31,00:00:00,
ORD02521,PRDCT0004,1,10.71,13.85,0.0,1,24/12/2023,23:03:44,Customer Changed Mind
ord02521,PRDCT0014,4,2.89,4.11,0.0,0,9999-12-31,00:00:00,
ORD02521,prdct0015,1,4.54,7.44,0.0,0,9999-12-31,00:00:00,
ORD02521,PRDCT0029,3,1.11,1.74,0.0,0,9999-12-31,00:00:00,
ORD02521,PRDCT0027,3,5.37,6.9,0.0,1,2023.12.26,18:03:44,Unripe Product
ORD02522,prdct0061,2,9.41,12.08,0.15,0,9999-12-31,00:00:00,
ord02522,PRDCT0065,3,1.33,1.9,0.0,0,9999-12-31,00:00:00,
ord02522,PRDCT0075,3,3.28,5.01,0.05,0,9999-12-31,00:00:00,
ORD02522,prdct0062,4,3.64,5.86,0.15,0,9999-12-31,00:00:00,
ord02523,PRDCT0090,3,9.83,15.66,0.0,0,9999-12-31,00:00:00,
ord02523,prdct0070,1,4.65,5.85,0.0,0,9999-12-31,00:00:00,
ORD02523,PRDCT0065,2,1.21,1.73,0.0,0,9999-12-31,00:00:00,
ORD02523,PRDCT0053,2,5.29,8.14,0.0,0,9999-12-31,00:00:00,
ORD02524,PRDCT0070,2,4.65,5.85,0.0,0,9999-12-31,00:00:00,
ORD02525,prdct0006,1,13.43,16.93,0.0,0,9999-12-31,00:00:00,
ord02525,PRDCT0015,1,6.04,9.9,0.0,0,9999-12-31,00:00:00,
ORD02526,PRDCT0056,3,2.85,4.5,0.0,0,9999-12-31,00:00:00,
ORD02526,PRDCT0036,1,4.9,7.65,0.0,0,9999-12-31,00:00:00,
ORD02526,PRDCT0098,4,5.39,8.05,0.05,0,9999-12-31,00:00:00,
ORD02526,PRDCT0035,1,2.02,2.54,0.0,0,9999-12-31,00:00:00,
ORD02526,PRDCT0055,2,2.45,3.98,0.05,0,9999-12-31,00:00:00,
ORD02526,PRDCT0062,3,4.01,6.44,0.0,0,9999-12-31,00:00:00,
ord02527,PRDCT0014,24,3.5,4.98,0.0,0,9999-12-31,00:00:00,
ORD02527,prdct0030,2,1.2,1.8,0.05,0,9999-12-31,00:00:00,
ORD02527,PRDCT0015,3,5.49,9.0,0.0,0,9999-12-31,00:00:00,
ORD02527,prdct0018,4,9.77,12.83,0.05,1,11-08-2025,03:35:50,Expired Date
ORD02527,prdct0011,4,5.77,9.19,0.0,0,9999-12-31,00:00:00,
ORD02527,PRDCT0023,3,2.46,3.35,0.0,0,9999-12-31,00:00:00,
ORD02528,prdct0017,1,2.84,3.6,0.0,0,9999-12-31,00:00:00,
ord02528,PRDCT0009,1,18.17,25.78,0.0,0,9999-12-31,00:00:00,
ORD02529,prdct0032,2,5.42,8.07,0.0,0,9999-12-31,00:00:00,
ord02529,prdct0053,3,6.4,9.85,0.0,0,9999-12-31,00:00:00,
ord02529,PRDCT0041,2,5.26,7.25,0.0,0,9999-12-31,00:00:00,
ord02529,PRDCT0045,1,5.12,7.39,0.0,0,9999-12-31,00:00:00,
ORD02529,prdct0060,1,6.88,9.72,0.1,0,9999-12-31,00:00:00,
ORD02530,PRDCT0075,7,2.98,4.55,0.0,0,9999-12-31,00:00:00,
ORD02530,PRDCT0079,1,9.85,13.09,0.0,0,9999-12-31,00:00:00,
ORD02530,prdct0085,1,2.76,3.84,0.0,0,9999-12-31,00:00:00,
ord02531,prdct0082,5,9.08,12.83,0.2,0,9999-12-31,00:00:00,
ORD02531,PRDCT0075,1,3.28,5.01,0.15,0,9999-12-31,00:00:00,
ORD02531,PRDCT0070,3,5.12,6.44,0.15,0,9999-12-31,00:00:00,
ORD02531,PRDCT0088,5,8.25,13.0,0.25,1,09-14-23,17:53:48,Strong Odor Issue
ORD02532,PRDCT0019,1,2.82,4.54,0.0,0,9999-12-31,00:00:00,
ord02533,PRDCT0044,2,3.94,5.41,0.2,0,9999-12-31,00:00:00,
ORD02533,PRDCT0021,1,1.24,1.77,0.15,0,9999-12-31,00:00:00,
ORD02534,PRDCT0033,1,2.38,3.36,0.0,0,9999-12-31,00:00:00,
ord02534,prdct0059,1,4.71,7.39,0.05,0,9999-12-31,00:00:00,
ORD02534,PRDCT0097,1,8.88,12.21,0.0,0,9999-12-31,00:00:00,
ORD02535,PRDCT0089,3,11.2,16.53,0.1,0,9999-12-31,00:00:00,
ord02536,PRDCT0094,8,9.8,13.78,0.05,0,9999-12-31,00:00:00,
ord02536,PRDCT0035,1,2.02,2.54,0.0,0,9999-12-31,00:00:00,
ord02536,prdct0100,1,11.05,14.61,0.0,0,9999-12-31,00:00:00,
ord02536,PRDCT0091,3,5.03,8.08,0.0,0,9999-12-31,00:00:00,
ORD02536,PRDCT0038,3,5.35,7.17,0.0,0,9999-12-31,00:00:00,
ord02536,PRDCT0019,1,3.41,5.5,0.0,0,9999-12-31,00:00:00,
ORD02537,PRDCT0034,1,2.53,3.34,0.0,0,9999-12-31,00:00:00,
ORD02538,PRDCT0082,2,8.25,11.66,0.0,0,9999-12-31,00:00:00,
ORD02538,prdct0063,2,2.94,4.28,0.0,1,01 Nov 2022,00:08:13,Expired Date
ord02538,PRDCT0069,2,5.67,7.64,0.0,0,9999-12-31,00:00:00,
