CustomerID,Gender,Age,City,Region,CustomerSegment,SignUpDate
CSTMR0388,Male,34,Istanbul,marmara,Standard,03/17/2021
CSTMR0389,Female,50,Antalya,Mediterranean,Premium,2021-04-04
CSTMR0390,Male,22,Istanbul,Marmara,Premium,2020.07.28
CSTMR0391,Male,19,Istanbul,Marmara,Standard,15-05-2021
CSTMR0392,Female,20,Adana,Mediterranean,Standard,18 Aug 2021
cstmr0393,Male,42,Adana,Mediterranean,Premium,2022-06-17
CSTMR0394,Male,29,Istanbul,Marmara,Premium,12-22-22
CSTMR0395,Male,64,Bursa,Marmara,Standard,2023.02.17
cstmr0396,Female,44,Istanbul,Marmara,Standard,2020.10.12
cstmr0397,Female,47,Istanbul,Marmara,Premium,09-27-22
CSTMR0398,Male,31,Istanbul,Marmara,Premium,08-03-2020
CSTMR0399,Male,23,Adana,Mediterranean,Premium,25 Nov 2021
CSTMR0400,Male,22,Istanbul,Marmara,VIP,2020.09.24
CSTMR0401,Female,38,Istanbul,Marmara,VIP,10-09-22
CSTMR0402,Female,51,Izmir,Aegean,VIP,09/03/2022
cstmr0403,Female,24,Istanbul,Marmara,Premium,2022-03-30
cstmr0404,Male,36,Izmir,Aegean,Standard,19/05/2021
cstmr0405,Male,26,Bursa,Marmara,VIP,08-01-21
cstmr0406,Other,38,Izmir,Aegean,Standard,08 Aug 2022
CSTMR0407,Female,48,Istanbul,Marmara,Standard,07-26-21
CSTMR0408,Other,35,Istanbul,Marmara,Standard,12-27-20
CSTMR0409,Female,21,Izmir,Aegean,Standard,18-01-2022
CSTMR0410,Female,37,Kocaeli,Marmara,Standard,"Feb 18, 2020"
CSTMR0411,Female,51,Izmir,Aegean,Standard,13/11/2020
CSTMR0412,Male,31,Istanbul,Marmara,Standard,"Mar 27, 2022"
CSTMR0413,MALE,39,Ankara,Central Anatolia,Standard,"Jan 31, 2021"
CSTMR0414,Female,18,Bursa,Marmara,Standard,"May 06, 2020"
cstmr0415,Male,18,Eskisehir,Central Anatolia,Standard,06 Feb 2023
CSTMR0416,Male,18,Ankara,Central Anatolia,Premium,12/04/2020
CSTMR0417,Female,47,Istanbul,marmara,Premium,"Apr 29, 2022"
CSTMR0418,Female,44,Ankara,Central Anatolia,Standard,02/23/2021
cstmr0419,Male,56,Istanbul,Marmara,Standard,"Oct 16, 2021"
CSTMR0420,Female,32,Izmir,Aegean,Standard,20-07-2020
CSTMR0421,Male,40,Ankara,Central Anatolia,Premium,01-12-23
cstmr0422,Male,47,Kocaeli,Marmara,Standard,01/21/2021
CSTMR0423,Male,37,Istanbul,Marmara,Premium,2022.09.12
CSTMR0424,Male,35,Istanbul,Marmara,Premium,07-09-22
CSTMR0425,Female,43,BURSA,Marmara,Standard,02-09-2021
CSTMR0426,Female,48,ANKARA,Central Anatolia,Premium,19/11/2022
CSTMR0427,Female,41,Eskisehir,Central Anatolia,Premium,12/22/2022
CSTMR0428,Male,41,Istanbul,Marmara,Premium,2023-02-15
cstmr0429,Male,24,BURSA,Marmara,Standard,2021.02.24
CSTMR0430,Male,33,Istanbul,Marmara,Standard,02 Jul 2022
CSTMR0431,Male,36,Istanbul,Marmara,Standard,29 Jul 2021
cstmr0432,Female,29,Istanbul,Marmara,Standard,12-04-2022
CSTMR0433,Female,38,Istanbul,Marmara,VIP,24/03/2023
CSTMR0434,Male,43,Bursa,Marmara,Standard,"Sep 18, 2020"
CSTMR0435,Female,44,Istanbul,Marmara,Standard,"Jun 18, 2020"
cstmr0436,Male,34,Bursa,Marmara,VIP,24-02-2022
CSTMR0437,Other,19,Istanbul,Marmara,Standard,08/03/2020
cstmr0438,Male,20,Kocaeli,marmara,Premium,12-30-20
cstmr0439,Female,18,Istanbul,Marmara,Standard,01-31-22
cstmr0440,Male,31,Istanbul,Marmara,Standard,10-26-20
CSTMR0441,Male,41,Trabzon,Black Sea,Standard,2022.06.27
CSTMR0442,Male,23,Bursa,Marmara,Standard,09-29-20
CSTMR0443,Female,50,Bursa,Marmara,Standard,2022-09-25
cstmr0444,Male,30,Kocaeli,Marmara,Standard,06/12/2020
CSTMR0445,FEMALE,57,Bursa,Marmara,Premium,09 Mar 2023
cstmr0446,Male,56,Kocaeli,Marmara,Standard,09-03-22
CSTMR0447,Male,38,Istanbul,Marmara,Standard,30-03-2022
cstmr0448,Male,45,Bursa,Marmara,Standard,30-01-2023
CSTMR0449,Male,62,Eskisehir,Central Anatolia,Premium,"May 13, 2021"
CSTMR0450,Female,24,Adana,mediterranean,Premium,2020-03-22
cstmr0451,Female,53,Kocaeli,Marmara,Premium,2021-05-25
CSTMR0452,Female,42,Bursa,Marmara,Standard,2022.05.30
CSTMR0453,Male,24,Istanbul,Marmara,VIP,07-31-22
CSTMR0454,Male,27,Istanbul,Marmara,Standard,04-24-21
CSTMR0455,Female,38,Izmir,Aegean,Premium,2020.10.03
cstmr0456,Male,50,Istanbul,Marmara,Premium,2021-11-26
CSTMR0457,Male,52,Istanbul,marmara,Premium,05/20/2020
CSTMR0458,Male,20,Izmir,Aegean,Premium,24 Feb 2023
cstmr0459,Female,35,Aydin,Aegean,Standard,17/02/2021
cstmr0460,Male,27,Kocaeli,Marmara,VIP,2022.06.28
cstmr0461,Male,18,Istanbul,Marmara,Standard,"Jan 09, 2021"
CSTMR0462,Female,40,Kocaeli,Marmara,Standard,17 Nov 2020
CSTMR0463,FEMALE,26,Istanbul,Marmara,Standard,"Jun 22, 2022"
CSTMR0464,Male,28,Istanbul,Marmara,Premium,2022-01-02
cstmr0465,Female,20,Istanbul,Marmara,Premium,12 Dec 2022
cstmr0466,Male,41,ISTANBUL,Marmara,Standard,2020-07-01
CSTMR0467,Male,59,Istanbul,Marmara,Standard,08-06-2020
CSTMR0468,Male,52,Istanbul,Marmara,Standard,"Feb 22, 2020"
CSTMR0469,Male,24,Ankara,Central Anatolia,Standard,2022.11.01
CSTMR0470,Male,38,Istanbul,Marmara,Standard,12/19/2020
cstmr0471,Male,27,Istanbul,Marmara,Standard,23 Mar 2023
CSTMR0472,Male,35,Eskisehir,Central Anatolia,Standard,01-16-23
CSTMR0473,Female,47,Istanbul,Marmara,Standard,2021.09.24
CSTMR0474,Male,27,Ankara,Central Anatolia,VIP,03/03/2021
CSTMR0475,Female,36,Bursa,Marmara,Premium,21/11/2021
cstmr0476,Male,45,Kocaeli,Marmara,Premium,07/17/2022
cstmr0477,Male,27,Istanbul,Marmara,VIP,22 Aug 2020
CSTMR0478,Male,42,Ankara,Central Anatolia,Standard,"Mar 06, 2021"
CSTMR0479,Female,64,Trabzon,Black Sea,VIP,"Jul 01, 2022"
CSTMR0480,Female,33,KOCAELI,Marmara,Standard,"Aug 14, 2020"
CSTMR0481,Male,32,Ankara,Central Anatolia,Standard,31/01/2020
cstmr0482,Male,55,ANKARA,Central Anatolia,Premium,09-08-2022
CSTMR0483,Female,46,Istanbul,Marmara,Premium,23 Oct 2022
CSTMR0484,Female,36,Bursa,Marmara,Standard,2021-05-02
CSTMR0485,Female,50,Ankara,Central Anatolia,Premium,2021-07-18
cstmr0486,Female,44,Istanbul,Marmara,Standard,2023-01-30
cstmr0487,Female,35,Kocaeli,Marmara,VIP,20/04/2020
CSTMR0488,Female,26,Istanbul,Marmara,VIP,"Jun 24, 2021"
cstmr0489,Female,62,Istanbul,Marmara,Standard,03-25-23
cstmr0490,Male,40,Istanbul,Marmara,Standard,06-23-20
cstmr0491,Male,49,Kocaeli,Marmara,Standard,25/01/2022
CSTMR0492,Male,29,Izmir,Aegean,VIP,07/01/2021
CSTMR0493,Female,40,Ankara,Central Anatolia,Standard,"Dec 04, 2022"
CSTMR0494,Male,40,Istanbul,Marmara,Premium,"May 03, 2021"
CSTMR0495,Male,29,Izmir,Aegean,VIP,30/05/2021
CSTMR0496,Male,37,Ankara,Central Anatolia,Premium,30 Aug 2021
CSTMR0497,Female,55,Istanbul,Marmara,Standard,2023.01.18
cstmr0498,Male,41,Izmir,Aegean,Standard,"May 21, 2021"
CSTMR0499,Male,43,Bursa,marmara,VIP,05-05-21
CSTMR0500,Female,51,Istanbul,Marmara,Premium,2021.07.12
CSTMR0501,Female,43,Kocaeli,Marmara,Standard,12-26-20
CSTMR0502,Female,40,Antalya,Mediterranean,VIP,2020-01-15
CSTMR0503,Female,39,Antalya,Mediterranean,Standard,"Mar 21, 2021"
cstmr0504,Female,42,Bursa,Marmara,Standard,"Jan 03, 2020"
cstmr0505,Male,43,Istanbul,Marmara,Standard,09/28/2020
CSTMR0506,Male,42,Bursa,Marmara,Standard,18 Jan 2023
CSTMR0507,Male,47,Istanbul,Marmara,VIP,2022.05.19
cstmr0508,Male,37,Istanbul,Marmara,Standard,2022-06-01
CSTMR0509,MALE,27,Antalya,Mediterranean,Standard,07-18-22
CSTMR0510,Female,56,Kocaeli,Marmara,Standard,2021.05.09
CSTMR0511,Female,44,Izmir,Aegean,Standard,24-02-2021
CSTMR0512,Female,43,Antalya,Mediterranean,Premium,2020-06-19
CSTMR0513,Female,38,Ankara,Central Anatolia,Standard,02-28-22
cstmr0514,Female,22,Kocaeli,Marmara,Standard,11/04/2023
CSTMR0515,Male,46,Trabzon,black sea,Standard,23 Aug 2021
CSTMR0516,FEMALE,35,Bursa,Marmara,Standard,20/09/2021
CSTMR0517,Female,18,Izmir,Aegean,Standard,15-11-2021
CSTMR0518,Male,32,BURSA,Marmara,VIP,2020-11-19
CSTMR0519,Male,28,Antalya,Mediterranean,Standard,12/19/2020
CSTMR0520,Male,46,Bursa,Marmara,Standard,12-10-2021
cstmr0521,Male,49,ISTANBUL,Marmara,VIP,2020-07-17
cstmr0522,Male,32,Eskisehir,Central Anatolia,Premium,02-08-21
CSTMR0523,Female,39,Istanbul,Marmara,Standard,"Jul 06, 2021"
CSTMR0524,Female,49,Istanbul,Marmara,VIP,19 Apr 2021
cstmr0525,Female,18,Ankara,Central Anatolia,Premium,09/02/2020
cstmr0526,MALE,40,Ankara,Central Anatolia,Standard,19 Jun 2021
cstmr0527,Male,39,ISTANBUL,Marmara,Standard,05-10-2020
CSTMR0528,Female,50,Kocaeli,Marmara,Standard,11 Nov 2021
cstmr0529,Female,29,Adana,mediterranean,Standard,01-25-21
CSTMR0530,Female,38,Bursa,Marmara,Premium,2021-01-18
CSTMR0531,Male,52,Ankara,central anatolia,Premium,01/11/2020
CSTMR0532,Female,47,Istanbul,Marmara,Standard,24-07-2020
CSTMR0533,Female,46,Kocaeli,Marmara,Standard,"Jan 22, 2022"
CSTMR0534,Female,28,Ankara,central anatolia,Premium,02-01-20
CSTMR0535,Female,44,Istanbul,Marmara,VIP,19 May 2021
CSTMR0536,Male,39,Izmir,Aegean,Premium,"Jul 05, 2022"
CSTMR0537,Male,27,ADANA,Mediterranean,Premium,13/06/2022
cstmr0538,Female,44,Aydin,Aegean,Standard,10-21-22
cstmr0539,Female,32,Istanbul,Marmara,Standard,"Nov 11, 2021"
CSTMR0540,Male,49,ISTANBUL,Marmara,Premium,"Sep 01, 2020"
CSTMR0541,Female,43,Antalya,Mediterranean,Standard,2020.03.05
CSTMR0542,Male,58,Kocaeli,Marmara,Standard,05-13-22
cstmr0543,Male,37,Istanbul,Marmara,Standard,13-07-2022
cstmr0544,FEMALE,43,Antalya,Mediterranean,Standard,04-12-2020
CSTMR0545,Female,25,Antalya,Mediterranean,Standard,2021.10.20
cstmr0546,Female,37,Ankara,Central Anatolia,Standard,2023.01.23
cstmr0547,FEMALE,42,Ankara,Central Anatolia,VIP,02-06-2021
cstmr0548,Male,47,Ankara,Central Anatolia,Standard,2022.10.11
CSTMR0549,Female,33,Kocaeli,Marmara,Standard,2023.02.23
cstmr0550,FEMALE,39,Bursa,Marmara,Premium,20-06-2022
CSTMR0551,Female,29,Ankara,Central Anatolia,Premium,02-19-20
cstmr0552,Female,36,Istanbul,Marmara,VIP,"Jul 12, 2021"
CSTMR0553,Female,46,Istanbul,Marmara,Premium,08-02-20
CSTMR0554,FEMALE,48,Istanbul,Marmara,VIP,"Nov 18, 2022"
cstmr0555,Male,42,Istanbul,Marmara,Premium,2021.11.11
CSTMR0556,Male,37,Bursa,Marmara,Standard,2022.10.15
cstmr0557,Other,46,Kocaeli,Marmara,Premium,06/14/2020
CSTMR0558,Male,54,Istanbul,Marmara,Standard,30 Oct 2021
CSTMR0559,Male,59,Bursa,Marmara,Premium,01 Jan 2021
CSTMR0560,Female,30,Aydin,Aegean,Premium,"Mar 03, 2023"
cstmr0561,Female,47,Istanbul,Marmara,Standard,09/04/2020
CSTMR0562,Female,56,Istanbul,Marmara,Standard,2021.08.17
CSTMR0563,Female,35,Izmir,Aegean,Standard,2021-09-01
cstmr0564,Male,41,Izmir,Aegean,Standard,2020.10.27
cstmr0565,Female,44,Bursa,Marmara,Premium,02/15/2020
CSTMR0566,Male,37,Adana,Mediterranean,Premium,"Oct 18, 2021"
CSTMR0567,Female,46,Istanbul,Marmara,Standard,01-01-21
CSTMR0568,Male,34,Aydin,Aegean,Premium,2022.07.03
cstmr0569,Female,22,Aydin,Aegean,Premium,02-08-20
CSTMR0570,Female,46,Aydin,Aegean,Standard,06-12-2022
CSTMR0571,Male,35,Bursa,Marmara,Standard,30-03-2023
cstmr0572,Male,46,ANTALYA,Mediterranean,VIP,2021.09.30
CSTMR0573,Female,21,Izmir,Aegean,VIP,2022.04.12
cstmr0574,Female,40,Istanbul,marmara,VIP,08/05/2021
CSTMR0575,Male,50,Istanbul,Marmara,Premium,03/06/2022
CSTMR0576,Female,66,ISTANBUL,Marmara,Premium,02-05-2022
CSTMR0577,Female,50,Kocaeli,Marmara,Standard,01-04-2020
CSTMR0578,Male,43,ANKARA,Central Anatolia,Standard,2022-02-10
cstmr0579,MALE,32,Istanbul,marmara,Standard,26-02-2023
cstmr0580,Female,37,Izmir,Aegean,Standard,27-11-2022
CSTMR0581,Male,48,Ankara,Central Anatolia,Standard,2022-03-13
cstmr0582,Male,49,Antalya,Mediterranean,Standard,10/09/2020
CSTMR0583,Male,21,Ankara,Central Anatolia,Standard,01 Jun 2020
CSTMR0584,Female,22,Ankara,Central Anatolia,Standard,"Sep 13, 2021"
CSTMR0585,Female,35,Izmir,Aegean,Standard,06-30-21
CSTMR0586,Male,27,Ankara,Central Anatolia,Premium,03/27/2020
cstmr0587,Male,33,Izmir,aegean,Standard,14/10/2021
CSTMR0588,Female,57,Kocaeli,Marmara,Standard,2022-12-04
cstmr0589,Male,49,KOCAELI,Marmara,Standard,23/10/2021
CSTMR0590,MALE,49,Bursa,Marmara,Standard,19 Feb 2021
CSTMR0591,Female,28,Istanbul,Marmara,Standard,10-31-22
CSTMR0592,Female,34,Bursa,Marmara,Premium,05-26-20
cstmr0593,Male,41,Bursa,Marmara,Premium,15-08-2022
CSTMR0594,Female,38,Bursa,Marmara,Standard,2022.09.28
cstmr0595,Female,50,Izmir,Aegean,Premium,"Aug 26, 2020"
CSTMR0596,Female,35,Istanbul,Marmara,VIP,2022.07.13
cstmr0597,MALE,25,ANKARA,Central Anatolia,VIP,2022-10-27
cstmr0598,Male,38,Ankara,Central Anatolia,Premium,06/12/2021
cstmr0599,Female,49,Istanbul,Marmara,Standard,04-03-2022
cstmr0600,Male,35,Aydin,Aegean,Standard,2021-09-23
cstmr0601,Male,34,Istanbul,marmara,Standard,21/09/2021
CSTMR0602,Female,42,Istanbul,Marmara,Standard,19 Aug 2022
CSTMR0603,Male,37,Izmir,Aegean,Standard,19/10/2021
CSTMR0604,Female,35,Istanbul,Marmara,Standard,2021-06-17
cstmr0605,Female,45,Kocaeli,Marmara,Standard,08 Dec 2022
CSTMR0606,Female,43,Ankara,Central Anatolia,VIP,11-30-20
CSTMR0607,Female,37,Istanbul,marmara,Standard,24/07/2020
CSTMR0608,Male,31,Bursa,Marmara,Premium,2022.04.22
CSTMR0609,Female,35,Istanbul,Marmara,Standard,2023-02-21
CSTMR0610,Female,63,Istanbul,Marmara,Standard,2023-03-05
CSTMR0611,Female,18,Izmir,Aegean,Premium,2021.04.29
cstmr0612,Female,41,Bursa,Marmara,Premium,01/20/2023
cstmr0613,Female,42,Ankara,Central Anatolia,Premium,"Jun 17, 2022"
CSTMR0614,Female,40,Ankara,Central Anatolia,Standard,2022.07.26
CSTMR0615,Male,28,Izmir,Aegean,Premium,11-29-22
cstmr0616,MALE,56,Ankara,central anatolia,Standard,10-11-21
CSTMR0617,Female,40,Bursa,Marmara,VIP,07/05/2022
cstmr0618,Male,32,Bursa,Marmara,Standard,03-02-20
cstmr0619,Male,40,Istanbul,Marmara,Standard,2021.11.15
CSTMR0620,Male,44,Istanbul,Marmara,Standard,11-07-2022
CSTMR0621,Female,50,Ankara,Central Anatolia,Standard,06/05/2022
cstmr0622,FEMALE,44,IZMIR,Aegean,Standard,"Jul 22, 2020"
cstmr0623,Female,18,Bursa,Marmara,Standard,30/08/2021
cstmr0624,Male,34,Istanbul,marmara,Standard,11-20-21
CSTMR0625,Other,38,AYDIN,Aegean,Premium,2021.03.30
cstmr0626,Male,20,Ankara,Central Anatolia,Premium,26/11/2020
cstmr0627,Female,45,Istanbul,Marmara,Standard,2022-05-08
CSTMR0628,Female,50,Bursa,Marmara,Standard,"Mar 13, 2022"
cstmr0629,Female,42,Istanbul,Marmara,Standard,2021.05.15
CSTMR0630,Male,55,Ankara,Central Anatolia,Standard,23-04-2020
CSTMR0631,Male,38,Istanbul,Marmara,Premium,29/05/2021
CSTMR0632,Female,24,Izmir,Aegean,Premium,20 Jun 2021
cstmr0633,Male,48,Istanbul,Marmara,VIP,07 Dec 2022
CSTMR0634,Male,52,Antalya,Mediterranean,Premium,"Nov 25, 2021"
CSTMR0635,Female,18,Kocaeli,Marmara,VIP,02/10/2023
CSTMR0636,Female,21,Kocaeli,Marmara,Premium,14 Oct 2020
cstmr0637,Male,25,ANTALYA,Mediterranean,Standard,10/03/2020
CSTMR0638,Male,55,Izmir,aegean,Standard,06/05/2022
CSTMR0639,Male,42,Izmir,Aegean,Standard,07/09/2021
CSTMR0640,MALE,25,Izmir,Aegean,Standard,04-02-20
CSTMR0641,OTHER,35,Bursa,Marmara,Standard,"Jun 15, 2021"
CSTMR0642,Male,22,Kocaeli,Marmara,Standard,22-01-2023
CSTMR0643,Female,43,Istanbul,marmara,Standard,2022-05-25
cstmr0644,Female,50,Istanbul,Marmara,VIP,2020.10.22
CSTMR0645,Male,21,Izmir,Aegean,VIP,02 Jun 2021
CSTMR0646,Male,45,Izmir,Aegean,Standard,03-06-2020
CSTMR0647,MALE,41,Bursa,Marmara,Standard,08-29-21
cstmr0648,Male,38,Istanbul,Marmara,Premium,2022.08.02
CSTMR0649,Female,43,Ankara,Central Anatolia,Standard,"Dec 30, 2022"
cstmr0650,Female,18,Bursa,marmara,Standard,2021.12.28
CSTMR0651,MALE,18,Ankara,Central Anatolia,Standard,2020-04-19
cstmr0652,Female,32,Istanbul,Marmara,Standard,2021.10.11
CSTMR0653,Male,32,ISTANBUL,marmara,Premium,"Jan 14, 2023"
CSTMR0654,Male,40,Istanbul,Marmara,Standard,28-02-2022
CSTMR0655,Male,54,Istanbul,Marmara,Standard,2021-04-30
CSTMR0656,Female,41,Istanbul,Marmara,Premium,02/09/2023
CSTMR0657,Female,41,Bursa,Marmara,Standard,04-15-20
cstmr0658,Male,37,Istanbul,Marmara,Premium,2023.01.17
CSTMR0659,FEMALE,43,Istanbul,marmara,Standard,10/04/2022
cstmr0660,Female,42,Ankara,Central Anatolia,Standard,09 Feb 2020
cstmr0661,Male,58,Kocaeli,Marmara,Standard,2022.11.27
CSTMR0662,Female,37,Ankara,Central Anatolia,Premium,11/07/2022
CSTMR0663,Male,43,Eskisehir,Central Anatolia,Standard,2022.05.26
CSTMR0664,Male,18,IZMIR,Aegean,Premium,"Oct 13, 2022"
CSTMR0665,Male,42,Antalya,Mediterranean,Standard,24-04-2022
cstmr0666,Female,37,Izmir,Aegean,Premium,07-08-2020
CSTMR0667,Male,18,Eskisehir,Central Anatolia,VIP,30/08/2021
CSTMR0668,Male,34,Izmir,Aegean,Standard,07-03-20
CSTMR0669,Male,52,Izmir,aegean,Standard,03/11/2020
cstmr0670,Male,27,Istanbul,Marmara,Standard,01-31-22
CSTMR0671,Female,46,Izmir,Aegean,Standard,"Oct 02, 2020"
CSTMR0672,Female,54,Istanbul,Marmara,Standard,29 Jun 2022
CSTMR0673,Male,39,Antalya,Mediterranean,Standard,02-08-23
CSTMR0674,Male,44,Bursa,Marmara,Standard,05-06-2022
CSTMR0675,Male,31,ANKARA,Central Anatolia,Premium,19-02-2022
CSTMR0676,Male,54,Istanbul,Marmara,Premium,04/28/2022
CSTMR0677,Male,38,Kocaeli,Marmara,Standard,04-15-21
cstmr0678,Male,48,Ankara,Central Anatolia,Standard,"Oct 10, 2021"
cstmr0679,MALE,37,Istanbul,Marmara,Standard,05/19/2020
cstmr0680,Male,32,Izmir,Aegean,Premium,03/12/2020
cstmr0681,Female,22,Istanbul,Marmara,Premium,2021-09-06
cstmr0682,Male,43,Istanbul,Marmara,Premium,02-01-2022
CSTMR0683,MALE,35,Istanbul,Marmara,Standard,07/05/2021
CSTMR0684,FEMALE,45,Ankara,Central Anatolia,Standard,14/08/2020
CSTMR0685,Female,23,Istanbul,Marmara,Premium,"May 20, 2022"
cstmr0686,Male,25,Izmir,Aegean,VIP,11-17-22
cstmr0687,Female,41,Istanbul,Marmara,Premium,02/27/2020
CSTMR0688,OTHER,44,Kocaeli,marmara,Standard,30-11-2021
cstmr0689,Female,30,Bursa,Marmara,VIP,06-15-22
cstmr0690,Female,35,Kocaeli,Marmara,Standard,04/04/2021
CSTMR0691,Male,24,Antalya,Mediterranean,Standard,06-20-21
CSTMR0692,Male,41,Istanbul,marmara,Premium,2021-09-21
CSTMR0693,Female,43,Eskisehir,central anatolia,VIP,10-25-22
cstmr0694,Female,56,Ankara,Central Anatolia,Premium,01/04/2023
CSTMR0695,Male,18,Eskisehir,Central Anatolia,Standard,01 May 2022
cstmr0696,Female,19,Istanbul,Marmara,Standard,01-02-21
CSTMR0697,Female,31,Bursa,Marmara,Premium,2021-09-19
CSTMR0698,Male,25,Kocaeli,Marmara,VIP,10-20-20
CSTMR0699,Female,42,IZMIR,Aegean,Standard,2022.09.10
cstmr0700,Female,30,Eskisehir,Central Anatolia,Standard,2023-02-09
cstmr0701,Male,27,ANKARA,Central Anatolia,Premium,21 May 2022
CSTMR0702,Male,40,Bursa,marmara,Standard,2020.12.10
CSTMR0703,Female,47,Istanbul,Marmara,Standard,2020-11-06
CSTMR0704,Male,29,Izmir,Aegean,Premium,07-08-2021
cstmr0705,Female,48,Ankara,Central Anatolia,Standard,04/17/2020
cstmr0706,Male,56,Izmir,Aegean,Premium,2022-08-17
cstmr0707,Female,37,Istanbul,marmara,Premium,26 Jun 2021
cstmr0708,Other,43,Bursa,Marmara,Standard,"Jul 05, 2021"
CSTMR0709,Female,42,Eskisehir,Central Anatolia,Standard,01/22/2020
CSTMR0710,Male,28,Bursa,Marmara,Standard,2021-06-12
cstmr0711,Female,32,Eskisehir,Central Anatolia,Standard,06/11/2020
CSTMR0712,Female,50,Ankara,Central Anatolia,Standard,09-25-20
cstmr0713,Male,40,Kocaeli,marmara,Standard,2020-01-26
CSTMR0714,Male,43,Istanbul,Marmara,VIP,2021.07.24
cstmr0715,Female,58,Istanbul,Marmara,Standard,18 Jan 2021
CSTMR0716,Male,43,Ankara,Central Anatolia,Standard,20/01/2022
cstmr0717,FEMALE,46,Bursa,Marmara,Standard,07/03/2021
cstmr0718,Other,18,Bursa,Marmara,Standard,28 Dec 2020
CSTMR0719,Female,40,Kocaeli,Marmara,Standard,"May 29, 2022"
CSTMR0720,Male,57,Izmir,Aegean,Standard,01 Jan 2022
CSTMR0721,Female,39,Aydin,Aegean,Standard,02-09-22
CSTMR0722,Female,19,Aydin,Aegean,Premium,19 Jul 2020
CSTMR0723,Male,37,Bursa,Marmara,Standard,22 Feb 2023
CSTMR0724,Female,30,Ankara,Central Anatolia,Premium,10/19/2021
cstmr0725,Male,24,Eskisehir,Central Anatolia,Standard,24/10/2021
CSTMR0726,Female,18,Ankara,Central Anatolia,Premium,"May 08, 2021"
cstmr0727,FEMALE,18,Istanbul,Marmara,VIP,08/30/2021
CSTMR0728,Female,38,Istanbul,Marmara,Standard,10/01/2021
CSTMR0729,Male,36,Aydin,Aegean,Premium,19 Feb 2021
CSTMR0730,Male,43,Antalya,Mediterranean,Standard,29/05/2020
CSTMR0731,Female,57,IZMIR,Aegean,Standard,22-04-2020
cstmr0732,Female,50,Istanbul,Marmara,Standard,2020-05-04
CSTMR0733,Female,18,Istanbul,Marmara,Premium,2021-01-02
CSTMR0734,Female,53,Aydin,Aegean,Standard,2021.08.28
CSTMR0735,Female,50,Istanbul,Marmara,Premium,04-08-20
CSTMR0736,Female,57,Antalya,Mediterranean,Standard,21 Jun 2022
CSTMR0737,Female,30,Istanbul,Marmara,Premium,28 Aug 2020
CSTMR0738,FEMALE,36,Aydin,Aegean,Premium,17-10-2021
CSTMR0739,Female,36,Izmir,Aegean,Standard,25-09-2022
CSTMR0740,Female,37,Kocaeli,Marmara,VIP,08-13-21
CSTMR0741,Female,48,Istanbul,Marmara,Standard,"Jan 12, 2020"
CSTMR0742,Female,18,Istanbul,Marmara,Premium,09/04/2021
CSTMR0743,Female,18,Ankara,Central Anatolia,Standard,2022.07.14
CSTMR0744,Male,30,Izmir,Aegean,Premium,21-02-2023
cstmr0745,Male,61,Izmir,Aegean,Premium,04/05/2021
CSTMR0746,Male,36,Ankara,central anatolia,Premium,2022-10-08
CSTMR0747,Female,25,Istanbul,Marmara,Standard,15 Mar 2023
cstmr0748,Male,18,Bursa,Marmara,Standard,2021-04-15
cstmr0749,FEMALE,22,Istanbul,Marmara,Standard,07-10-2022
CSTMR0750,Female,24,Izmir,Aegean,Standard,16-03-2021
CSTMR0751,Other,43,ISTANBUL,Marmara,Standard,09/15/2022
cstmr0752,Female,62,Bursa,Marmara,Standard,05/14/2020
CSTMR0753,Female,52,Kocaeli,marmara,Standard,2021-02-18
CSTMR0754,Female,29,IZMIR,Aegean,Standard,03-07-23
CSTMR0755,Female,51,Istanbul,Marmara,Standard,2020-09-01
CSTMR0756,Male,40,ISTANBUL,marmara,Standard,06-12-2020
CSTMR0757,Female,26,Ankara,Central Anatolia,Standard,2023-02-05
CSTMR0758,FEMALE,29,Istanbul,Marmara,Standard,07 May 2021
cstmr0759,Male,46,Istanbul,Marmara,Standard,10-12-22
CSTMR0760,Male,37,ISTANBUL,Marmara,Standard,03-07-2020
CSTMR0761,Female,27,Kocaeli,Marmara,Standard,12-01-2020
CSTMR0762,Female,52,Istanbul,marmara,Standard,2021-05-19
CSTMR0763,Male,25,Kocaeli,marmara,Premium,11/07/2022
CSTMR0764,Male,60,BURSA,marmara,Standard,2021.06.10
CSTMR0765,Male,38,Istanbul,Marmara,Standard,25-04-2022
cstmr0766,Female,72,Ankara,Central Anatolia,Standard,"Nov 09, 2020"
CSTMR0767,Other,26,Kocaeli,Marmara,Premium,"Apr 27, 2022"
CSTMR0768,Male,50,Istanbul,Marmara,VIP,29-07-2022
CSTMR0769,Female,27,Izmir,Aegean,Standard,2023.02.01
cstmr0770,Female,29,Istanbul,Marmara,Premium,30/01/2021
CSTMR0771,Female,18,Istanbul,Marmara,Standard,11-11-2021
CSTMR0772,Male,46,Istanbul,Marmara,Standard,06 Jan 2021
CSTMR0773,Male,45,Istanbul,Marmara,Standard,2022.02.23
cstmr0774,Male,34,Istanbul,Marmara,VIP,2022.03.10
CSTMR0775,Female,45,Istanbul,Marmara,Standard,2022-04-16
CSTMR0776,Female,71,Istanbul,Marmara,Standard,28/07/2022
CSTMR0777,Other,37,Kocaeli,Marmara,Standard,11 Jun 2021
