Quantity,UnitCost,UnitPrice,DiscountRate,IsReturned,ReturnTime,OrderID,ProductID,OrderReturned,ReturnDate,Year_ReturnDate,Month_ReturnDate,MonthName_ReturnDate,ReturnReason,TotalCost,Revenue,Profit
3,11.67,18.5,0,0,0:00:00,ORD00788,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,35.01,55.5,20.49
4,1.21,1.56,0.05,0,0:00:00,ORD00788,PRDCT0022,No,NULL,NULL,NULL,NULL,NULL,4.84,5.928,1.088
1,3.61,5.51,0,0,0:00:00,ORD00788,PRDCT0075,No,NULL,NULL,NULL,NULL,NULL,3.61,5.51,1.9
1,16.52,23.44,0.05,0,0:00:00,ORD00789,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,16.52,22.268,5.748
2,20.36,25.77,0,0,0:00:00,ORD00789,PRDCT0001,No,NULL,NULL,NULL,NULL,NULL,40.72,51.54,10.82
2,4.99,8.19,0,0,0:00:00,ORD00789,PRDCT0015,No,NULL,NULL,NULL,NULL,NULL,9.98,16.38,6.4
3,5.24,7.2,0.2,0,0:00:00,ORD00790,PRDCT0044,No,NULL,NULL,NULL,NULL,NULL,15.72,17.28,1.56
1,4.58,6.11,0.15,0,0:00:00,ORD00790,PRDCT0054,No,NULL,NULL,NULL,NULL,NULL,4.58,5.1935,0.6135
3,2.69,3.63,0.25,0,0:00:00,ORD00790,PRDCT0046,No,NULL,NULL,NULL,NULL,NULL,8.07,8.1675,0.0975
2,2.23,2.8,0.2,0,0:00:00,ORD00790,PRDCT0035,No,NULL,NULL,NULL,NULL,NULL,4.46,4.48,0.02
3,1.71,2.24,0.15,0,0:00:00,ORD00790,PRDCT0037,No,NULL,NULL,NULL,NULL,NULL,5.13,5.712,0.582
2,6.84,9.94,0.2,0,0:00:00,ORD00790,PRDCT0020,No,NULL,NULL,NULL,NULL,NULL,13.68,15.904,2.224
2,5.35,7.08,0,0,0:00:00,ORD00791,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,10.7,14.16,3.46
3,22.46,30.29,0,0,0:00:00,ORD00791,PRDCT0005,No,NULL,NULL,NULL,NULL,NULL,67.38,90.87,23.49
3,4.86,6.44,0,0,0:00:00,ORD00792,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,14.58,19.32,4.74
1,16.83,21.3,0.05,0,0:00:00,ORD00792,PRDCT0001,No,NULL,NULL,NULL,NULL,NULL,16.83,20.235,3.405
1,1.98,2.82,0,0,0:00:00,ORD00792,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,1.98,2.82,0.84
2,8.17,10.48,0,0,0:00:00,ORD00793,PRDCT0099,No,NULL,NULL,NULL,NULL,NULL,16.34,20.96,4.62
1,4.46,6.66,0,0,0:00:00,ORD00793,PRDCT0098,No,NULL,NULL,NULL,NULL,NULL,4.46,6.66,2.2
2,6.71,10.34,0,0,0:00:00,ORD00794,PRDCT0095,No,NULL,NULL,NULL,NULL,NULL,13.42,20.68,7.26
2,9.8,13.78,0,0,0:00:00,ORD00794,PRDCT0094,No,NULL,NULL,NULL,NULL,NULL,19.6,27.56,7.96
4,2.3,3.03,0,1,18:16:08,ORD00794,PRDCT0034,Yes,5/28/2024,2024,5,May,Customer Changed Mind,9.2,12.12,2.92
2,3.3,4.71,0,0,0:00:00,ORD00794,PRDCT0052,No,NULL,NULL,NULL,NULL,NULL,6.6,9.42,2.82
3,14.91,23.43,0,0,0:00:00,ORD00795,PRDCT0008,No,NULL,NULL,NULL,NULL,NULL,44.73,70.29,25.56
1,1.32,1.98,0,0,0:00:00,ORD00795,PRDCT0030,No,NULL,NULL,NULL,NULL,NULL,1.32,1.98,0.66
2,24.64,31.18,0,0,0:00:00,ORD00795,PRDCT0001,No,NULL,NULL,NULL,NULL,NULL,49.28,62.36,13.08
4,4.4,6.52,0,0,0:00:00,ORD00795,PRDCT0012,No,NULL,NULL,NULL,NULL,NULL,17.6,26.08,8.48
3,3.44,4.49,0,0,0:00:00,ORD00796,PRDCT0083,No,NULL,NULL,NULL,NULL,NULL,10.32,13.47,3.15
3,8.25,11.66,0,0,0:00:00,ORD00796,PRDCT0082,No,NULL,NULL,NULL,NULL,NULL,24.75,34.98,10.23
3,6.49,10.07,0,0,0:00:00,ORD00796,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,19.47,30.21,10.74
1,10.58,16.34,0,0,0:00:00,ORD00796,PRDCT0076,No,NULL,NULL,NULL,NULL,NULL,10.58,16.34,5.76
2,2.94,4.28,0.05,0,0:00:00,ORD00796,PRDCT0063,No,NULL,NULL,NULL,NULL,NULL,5.88,8.132,2.252
2,9.83,15.66,0,0,0:00:00,ORD00796,PRDCT0090,No,NULL,NULL,NULL,NULL,NULL,19.66,31.32,11.66
1,5.39,8.42,0,0,0:00:00,ORD00797,PRDCT0036,No,NULL,NULL,NULL,NULL,NULL,5.39,8.42,3.03
10,4.82,6.47,0.2,0,0:00:00,ORD00798,PRDCT0080,No,NULL,NULL,NULL,NULL,NULL,48.2,51.76,3.56
2,5.9,9.15,0.2,0,0:00:00,ORD00798,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,11.8,14.64,2.84
1,8.55,12.94,0,0,0:00:00,ORD00799,PRDCT0072,No,NULL,NULL,NULL,NULL,NULL,8.55,12.94,4.39
2,9.08,14.29,0,0,0:00:00,ORD00799,PRDCT0088,No,NULL,NULL,NULL,NULL,NULL,18.16,28.58,10.42
2,7.85,12.18,0,1,5:32:21,ORD00799,PRDCT0087,Yes,1/14/2024,2024,1,January,Wrong Product Sent,15.7,24.36,8.66
3,2.98,4.55,0.1,0,0:00:00,ORD00800,PRDCT0075,No,NULL,NULL,NULL,NULL,NULL,8.94,12.285,3.345
1,8.57,11.1,0,0,0:00:00,ORD00800,PRDCT0064,No,NULL,NULL,NULL,NULL,NULL,8.57,11.1,2.53
2,10.58,16.34,0,0,0:00:00,ORD00800,PRDCT0076,No,NULL,NULL,NULL,NULL,NULL,21.16,32.68,11.52
4,9.85,13.09,0,0,0:00:00,ORD00800,PRDCT0079,No,NULL,NULL,NULL,NULL,NULL,39.4,52.36,12.96
1,7.5,11.81,0,0,0:00:00,ORD00800,PRDCT0088,No,NULL,NULL,NULL,NULL,NULL,7.5,11.81,4.31
4,3.29,4.22,0.15,0,0:00:00,ORD00800,PRDCT0096,No,NULL,NULL,NULL,NULL,NULL,13.16,14.348,1.188
4,4.17,6.47,0,1,4:03:29,ORD00801,PRDCT0066,Yes,10/27/2022,2022,10,October,Expired Date,16.68,25.88,9.2
2,1.21,1.73,0.05,1,21:03:29,ORD00801,PRDCT0065,Yes,10/28/2022,2022,10,October,Expired Date,2.42,3.287,0.867
2,7.38,12.24,0,0,0:00:00,ORD00801,PRDCT0086,No,NULL,NULL,NULL,NULL,NULL,14.76,24.48,9.72
3,5.3,7.12,0,0,0:00:00,ORD00801,PRDCT0080,No,NULL,NULL,NULL,NULL,NULL,15.9,21.36,5.46
3,2.76,3.84,0.05,0,0:00:00,ORD00801,PRDCT0085,No,NULL,NULL,NULL,NULL,NULL,8.28,10.944,2.664
1,3.88,6.31,0,0,0:00:00,ORD00801,PRDCT0039,No,NULL,NULL,NULL,NULL,NULL,3.88,6.31,2.43
1,4.99,8.19,0,0,0:00:00,ORD00802,PRDCT0015,No,NULL,NULL,NULL,NULL,NULL,4.99,8.19,3.2
2,5.88,7.79,0.05,0,0:00:00,ORD00802,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,11.76,14.801,3.041
1,5.24,8.36,0.05,0,0:00:00,ORD00802,PRDCT0011,No,NULL,NULL,NULL,NULL,NULL,5.24,7.942,2.702
1,10.09,12.72,0,0,0:00:00,ORD00803,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,10.09,12.72,2.63
3,7.58,11.4,0,0,0:00:00,ORD00804,PRDCT0068,No,NULL,NULL,NULL,NULL,NULL,22.74,34.2,11.46
2,5.9,9.15,0,0,0:00:00,ORD00804,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,11.8,18.3,6.5
2,4.42,5.85,0,0,0:00:00,ORD00804,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,8.84,11.7,2.86
2,27.17,36.65,0.05,0,0:00:00,ORD00805,PRDCT0005,No,NULL,NULL,NULL,NULL,NULL,54.34,69.635,15.295
1,3.48,5.33,0,0,0:00:00,ORD00805,PRDCT0031,No,NULL,NULL,NULL,NULL,NULL,3.48,5.33,1.85
1,4.24,6.1,0.2,0,0:00:00,ORD00806,PRDCT0045,No,NULL,NULL,NULL,NULL,NULL,4.24,4.88,0.64
2,2.62,4,0.25,0,0:00:00,ORD00806,PRDCT0031,No,NULL,NULL,NULL,NULL,NULL,5.24,6,0.76
14,2.02,3.29,0.3,0,0:00:00,ORD00806,PRDCT0055,No,NULL,NULL,NULL,NULL,NULL,28.28,32.242,3.962
19,5.43,7.77,0,0,0:00:00,ORD00807,PRDCT0077,No,NULL,NULL,NULL,NULL,NULL,103.17,147.63,44.46
2,1.74,2.8,0,0,0:00:00,ORD00808,PRDCT0050,No,NULL,NULL,NULL,NULL,NULL,3.48,5.6,2.12
3,2.3,3.03,0.15,0,0:00:00,ORD00808,PRDCT0034,No,NULL,NULL,NULL,NULL,NULL,6.9,7.7265,0.8265
2,4.76,6.55,0.05,0,0:00:00,ORD00808,PRDCT0044,No,NULL,NULL,NULL,NULL,NULL,9.52,12.445,2.925
3,4.9,7.65,0,0,0:00:00,ORD00808,PRDCT0036,No,NULL,NULL,NULL,NULL,NULL,14.7,22.95,8.25
1,7.88,10.85,0,0,0:00:00,ORD00809,PRDCT0081,No,NULL,NULL,NULL,NULL,NULL,7.88,10.85,2.97
1,14.79,22.74,0,0,0:00:00,ORD00809,PRDCT0071,No,NULL,NULL,NULL,NULL,NULL,14.79,22.74,7.95
3,7.54,10.18,0,0,0:00:00,ORD00809,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,22.62,30.54,7.92
2,4.33,5.95,0.05,0,0:00:00,ORD00810,PRDCT0044,No,NULL,NULL,NULL,NULL,NULL,8.66,11.305,2.645
2,5.82,8.95,0,0,0:00:00,ORD00810,PRDCT0053,No,NULL,NULL,NULL,NULL,NULL,11.64,17.9,6.26
1,13.66,21.06,0,1,3:37:52,ORD00811,PRDCT0078,Yes,10/1/2024,2024,10,October,Packaging Defect,13.66,21.06,7.4
2,10.37,14.8,0,0,0:00:00,ORD00811,PRDCT0074,No,NULL,NULL,NULL,NULL,NULL,20.74,29.6,8.86
1,1.21,1.56,0.05,0,0:00:00,ORD00811,PRDCT0022,No,NULL,NULL,NULL,NULL,NULL,1.21,1.482,0.272
4,8.57,12.23,0.2,0,0:00:00,ORD00812,PRDCT0074,No,NULL,NULL,NULL,NULL,NULL,34.28,39.136,4.856
3,3.44,4.49,0.15,0,0:00:00,ORD00812,PRDCT0083,No,NULL,NULL,NULL,NULL,NULL,10.32,11.4495,1.1295
5,5.67,7.64,0.2,0,0:00:00,ORD00812,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,28.35,30.56,2.21
4,7.06,10.69,0.4,0,0:00:00,ORD00812,PRDCT0072,No,NULL,NULL,NULL,NULL,NULL,28.24,25.656,-2.584
5,8.42,12.42,0.2,0,0:00:00,ORD00812,PRDCT0089,No,NULL,NULL,NULL,NULL,NULL,42.1,49.68,7.58
2,4.08,5.84,0.2,0,0:00:00,ORD00812,PRDCT0077,No,NULL,NULL,NULL,NULL,NULL,8.16,9.344,1.184
3,3.31,5.32,0.25,0,0:00:00,ORD00812,PRDCT0062,No,NULL,NULL,NULL,NULL,NULL,9.93,11.97,2.04
3,10.58,16.34,0.4,0,0:00:00,ORD00812,PRDCT0076,No,NULL,NULL,NULL,NULL,NULL,31.74,29.412,-2.328
1,1.94,2.46,0,0,0:00:00,ORD00813,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,1.94,2.46,0.52
3,4.44,5.7,0,0,0:00:00,ORD00813,PRDCT0027,No,NULL,NULL,NULL,NULL,NULL,13.32,17.1,3.78
3,5.78,7.98,0.2,0,0:00:00,ORD00814,PRDCT0041,No,NULL,NULL,NULL,NULL,NULL,17.34,19.152,1.812
22,5.89,7.89,0.2,0,0:00:00,ORD00814,PRDCT0038,No,NULL,NULL,NULL,NULL,NULL,129.58,138.864,9.284
3,5.24,7.2,0.15,0,0:00:00,ORD00814,PRDCT0044,No,NULL,NULL,NULL,NULL,NULL,15.72,18.36,2.64
1,1.92,3.07,0.3,0,0:00:00,ORD00814,PRDCT0050,No,NULL,NULL,NULL,NULL,NULL,1.92,2.149,0.229
3,5.75,7.6,0,0,0:00:00,ORD00815,PRDCT0013,No,NULL,NULL,NULL,NULL,NULL,17.25,22.8,5.55
2,12.21,15.39,0,0,0:00:00,ORD00815,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,24.42,30.78,6.36
1,18.17,25.78,0,0,0:00:00,ORD00816,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,18.17,25.78,7.61
15,4.79,7.56,0,0,0:00:00,ORD00817,PRDCT0016,No,NULL,NULL,NULL,NULL,NULL,71.85,113.4,41.55
1,2.35,2.98,0,1,12:54:42,ORD00817,PRDCT0017,Yes,5/10/2023,2023,5,May,Broken Package/Leaks,2.35,2.98,0.63
2,2.61,3.69,0,0,0:00:00,ORD00817,PRDCT0033,No,NULL,NULL,NULL,NULL,NULL,5.22,7.38,2.16
1,18.17,25.78,0,0,0:00:00,ORD00818,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,18.17,25.78,7.61
1,5.8,9.15,0,0,0:00:00,ORD00818,PRDCT0016,No,NULL,NULL,NULL,NULL,NULL,5.8,9.15,3.35
3,7.5,11.81,0,0,0:00:00,ORD00819,PRDCT0088,No,NULL,NULL,NULL,NULL,NULL,22.5,35.43,12.93
5,4.81,7.54,0,0,0:00:00,ORD00819,PRDCT0084,No,NULL,NULL,NULL,NULL,NULL,24.05,37.7,13.65
3,8.57,11.1,0,0,0:00:00,ORD00819,PRDCT0064,No,NULL,NULL,NULL,NULL,NULL,25.71,33.3,7.59
4,8.56,10.98,0,0,0:00:00,ORD00819,PRDCT0061,No,NULL,NULL,NULL,NULL,NULL,34.24,43.92,9.68
1,5.67,7.64,0.15,0,0:00:00,ORD00820,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,5.67,6.494,0.824
1,8.57,12.23,0.4,0,0:00:00,ORD00820,PRDCT0074,No,NULL,NULL,NULL,NULL,NULL,8.57,7.338,-1.232
1,3.31,5.32,0.25,0,0:00:00,ORD00820,PRDCT0062,No,NULL,NULL,NULL,NULL,NULL,3.31,3.99,0.68
1,5.19,8.54,0,0,0:00:00,ORD00821,PRDCT0073,No,NULL,NULL,NULL,NULL,NULL,5.19,8.54,3.35
1,10.82,17.23,0,1,2:18:16,ORD00821,PRDCT0090,Yes,10/17/2023,2023,10,October,Wrong Product Sent,10.82,17.23,6.41
1,2.23,3.34,0,0,0:00:00,ORD00821,PRDCT0067,No,NULL,NULL,NULL,NULL,NULL,2.23,3.34,1.11
1,7.52,10.94,0.05,0,0:00:00,ORD00822,PRDCT0020,No,NULL,NULL,NULL,NULL,NULL,7.52,10.393,2.873
3,7.12,9.42,0.05,0,0:00:00,ORD00822,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,21.36,26.847,5.487
3,24.64,31.18,0,0,0:00:00,ORD00822,PRDCT0001,No,NULL,NULL,NULL,NULL,NULL,73.92,93.54,19.62
3,2.9,4.12,0,0,0:00:00,ORD00822,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,8.7,12.36,3.66
3,4.12,6.65,0,0,0:00:00,ORD00822,PRDCT0019,No,NULL,NULL,NULL,NULL,NULL,12.36,19.95,7.59
1,6.4,9.85,0,0,0:00:00,ORD00823,PRDCT0053,No,NULL,NULL,NULL,NULL,NULL,6.4,9.85,3.45
2,5.7,8.94,0,0,0:00:00,ORD00823,PRDCT0059,No,NULL,NULL,NULL,NULL,NULL,11.4,17.88,6.48
2,1.56,2.04,0,0,0:00:00,ORD00823,PRDCT0037,No,NULL,NULL,NULL,NULL,NULL,3.12,4.08,0.96
2,23.95,37.28,0,0,0:00:00,ORD00824,PRDCT0007,No,NULL,NULL,NULL,NULL,NULL,47.9,74.56,26.66
3,16.56,25.17,0,0,0:00:00,ORD00824,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,49.68,75.51,25.83
2,3.85,5.48,0.1,1,18:04:32,ORD00825,PRDCT0014,Yes,1/5/2026,2026,1,January,Taste Defect,7.7,9.864,2.164
1,6.33,8.36,0.05,0,0:00:00,ORD00825,PRDCT0013,No,NULL,NULL,NULL,NULL,NULL,6.33,7.942,1.612
2,29.89,40.31,0,0,0:00:00,ORD00825,PRDCT0005,No,NULL,NULL,NULL,NULL,NULL,59.78,80.62,20.84
2,12.22,18.79,0,0,0:00:00,ORD00826,PRDCT0071,No,NULL,NULL,NULL,NULL,NULL,24.44,37.58,13.14
2,8.12,13.47,0,0,0:00:00,ORD00826,PRDCT0086,No,NULL,NULL,NULL,NULL,NULL,16.24,26.94,10.7
1,5.19,8.54,0,0,0:00:00,ORD00826,PRDCT0073,No,NULL,NULL,NULL,NULL,NULL,5.19,8.54,3.35
1,2.18,3.1,0,0,0:00:00,ORD00826,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,2.18,3.1,0.92
3,8.94,14.24,0,0,0:00:00,ORD00827,PRDCT0090,No,NULL,NULL,NULL,NULL,NULL,26.82,42.72,15.9
1,8.95,11.9,0.05,0,0:00:00,ORD00827,PRDCT0079,No,NULL,NULL,NULL,NULL,NULL,8.95,11.305,2.355
2,5.9,9.15,0.1,0,0:00:00,ORD00827,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,11.8,16.47,4.67
1,1.2,1.8,0.3,0,0:00:00,ORD00828,PRDCT0030,No,NULL,NULL,NULL,NULL,NULL,1.2,1.26,0.06
2,3.5,4.98,0.15,0,0:00:00,ORD00828,PRDCT0014,No,NULL,NULL,NULL,NULL,NULL,7,8.466,1.466
3,29.82,41.43,0.2,0,0:00:00,ORD00828,PRDCT0002,No,NULL,NULL,NULL,NULL,NULL,89.46,99.432,9.972
1,5.49,9,0,0,0:00:00,ORD00829,PRDCT0015,No,NULL,NULL,NULL,NULL,NULL,5.49,9,3.51
1,6.47,8.56,0,0,0:00:00,ORD00829,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,6.47,8.56,2.09
1,6.27,9.84,0.1,0,0:00:00,ORD00829,PRDCT0059,No,NULL,NULL,NULL,NULL,NULL,6.27,8.856,2.586
1,5.79,7.48,0,0,0:00:00,ORD00830,PRDCT0058,No,NULL,NULL,NULL,NULL,NULL,5.79,7.48,1.69
1,5.18,7.08,0,0,0:00:00,ORD00830,PRDCT0093,No,NULL,NULL,NULL,NULL,NULL,5.18,7.08,1.9
1,4.17,5.55,0,0,0:00:00,ORD00830,PRDCT0054,No,NULL,NULL,NULL,NULL,NULL,4.17,5.55,1.38
1,6.04,9.9,0,1,2:08:01,ORD00831,PRDCT0015,Yes,5/14/2026,2026,5,May,Wrong Item Sent,6.04,9.9,3.86
2,4.4,6.52,0,0,0:00:00,ORD00831,PRDCT0012,No,NULL,NULL,NULL,NULL,NULL,8.8,13.04,4.24
2,14.12,22.39,0,0,0:00:00,ORD00831,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,28.24,44.78,16.54
1,2.96,4.45,0,0,0:00:00,ORD00831,PRDCT0067,No,NULL,NULL,NULL,NULL,NULL,2.96,4.45,1.49
2,2.94,4.28,0.2,0,0:00:00,ORD00832,PRDCT0063,No,NULL,NULL,NULL,NULL,NULL,5.88,6.848,0.968
1,7.06,10.69,0.2,0,0:00:00,ORD00832,PRDCT0072,No,NULL,NULL,NULL,NULL,NULL,7.06,8.552,1.492
2,5.92,8.15,0.15,0,0:00:00,ORD00832,PRDCT0081,No,NULL,NULL,NULL,NULL,NULL,11.84,13.855,2.015
1,3.97,6.06,0,0,0:00:00,ORD00833,PRDCT0075,No,NULL,NULL,NULL,NULL,NULL,3.97,6.06,2.09
2,5.43,7.77,0.05,0,0:00:00,ORD00833,PRDCT0077,No,NULL,NULL,NULL,NULL,NULL,10.86,14.763,3.903
1,7.54,10.18,0,0,0:00:00,ORD00833,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,7.54,10.18,2.64
3,9.17,13.79,0,0,0:00:00,ORD00834,PRDCT0068,No,NULL,NULL,NULL,NULL,NULL,27.51,41.37,13.86
2,5.29,8.29,0,0,0:00:00,ORD00834,PRDCT0084,No,NULL,NULL,NULL,NULL,NULL,10.58,16.58,6
2,4.49,6.43,0.05,0,0:00:00,ORD00834,PRDCT0077,No,NULL,NULL,NULL,NULL,NULL,8.98,12.217,3.237
1,5.15,6.95,0,0,0:00:00,ORD00835,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,5.15,6.95,1.8
1,26.34,41.01,0,0,0:00:00,ORD00836,PRDCT0007,No,NULL,NULL,NULL,NULL,NULL,26.34,41.01,14.67
1,5.23,6.91,0.1,0,0:00:00,ORD00836,PRDCT0013,No,NULL,NULL,NULL,NULL,NULL,5.23,6.219,0.989
5,1.09,1.64,0,0,0:00:00,ORD00836,PRDCT0030,No,NULL,NULL,NULL,NULL,NULL,5.45,8.2,2.75
1,2.45,3.67,0,0,0:00:00,ORD00836,PRDCT0067,No,NULL,NULL,NULL,NULL,NULL,2.45,3.67,1.22
1,2.58,3.27,0.05,0,0:00:00,ORD00837,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,2.58,3.1065,0.5265
1,1.09,1.64,0.15,0,0:00:00,ORD00837,PRDCT0030,No,NULL,NULL,NULL,NULL,NULL,1.09,1.394,0.304
1,2.4,3.41,0,0,0:00:00,ORD00837,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,2.4,3.41,1.01
3,2.88,4.51,0.1,0,0:00:00,ORD00838,PRDCT0025,No,NULL,NULL,NULL,NULL,NULL,8.64,12.177,3.537
2,16.56,25.17,0.05,0,0:00:00,ORD00838,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,33.12,47.823,14.703
2,10.09,12.72,0,0,0:00:00,ORD00838,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,20.18,25.44,5.26
4,5.65,8.22,0.05,0,0:00:00,ORD00838,PRDCT0020,No,NULL,NULL,NULL,NULL,NULL,22.6,31.236,8.636
3,3.79,4.83,0,0,0:00:00,ORD00838,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,11.37,14.49,3.12
2,15.02,21.31,0,0,0:00:00,ORD00838,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,30.04,42.62,12.58
4,16.52,23.44,0.05,0,0:00:00,ORD00839,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,66.08,89.072,22.992
4,5.88,7.79,0,0,0:00:00,ORD00839,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,23.52,31.16,7.64
3,2.58,3.27,0,0,0:00:00,ORD00839,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,7.74,9.81,2.07
2,5.27,8.32,0,0,0:00:00,ORD00839,PRDCT0016,No,NULL,NULL,NULL,NULL,NULL,10.54,16.64,6.1
21,6.85,9.25,0,0,0:00:00,ORD00839,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,143.85,194.25,50.4
3,12.8,19.77,0.05,1,18:14:15,ORD00840,PRDCT0076,Yes,7/22/2024,2024,7,July,Wrong Product Sent,38.4,56.3445,17.9445
2,3.61,5.51,0.05,0,0:00:00,ORD00840,PRDCT0075,No,NULL,NULL,NULL,NULL,NULL,7.22,10.469,3.249
5,6.85,9.25,0,0,0:00:00,ORD00840,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,34.25,46.25,12
10,3.34,4.65,0,0,0:00:00,ORD00840,PRDCT0085,No,NULL,NULL,NULL,NULL,NULL,33.4,46.5,13.1
2,5.04,7.83,0,0,0:00:00,ORD00840,PRDCT0066,No,NULL,NULL,NULL,NULL,NULL,10.08,15.66,5.58
2,4.58,5.84,0,0,0:00:00,ORD00841,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,9.16,11.68,2.52
3,9.77,12.83,0,0,0:00:00,ORD00841,PRDCT0018,No,NULL,NULL,NULL,NULL,NULL,29.31,38.49,9.18
3,1.92,3.07,0,0,0:00:00,ORD00842,PRDCT0050,No,NULL,NULL,NULL,NULL,NULL,5.76,9.21,3.45
2,3.16,4.47,0,0,0:00:00,ORD00842,PRDCT0033,No,NULL,NULL,NULL,NULL,NULL,6.32,8.94,2.62
4,5.24,7.2,0,0,0:00:00,ORD00842,PRDCT0044,No,NULL,NULL,NULL,NULL,NULL,20.96,28.8,7.84
1,5.89,7.89,0,0,0:00:00,ORD00842,PRDCT0038,No,NULL,NULL,NULL,NULL,NULL,5.89,7.89,2
1,3.75,6.05,0,0,0:00:00,ORD00843,PRDCT0019,No,NULL,NULL,NULL,NULL,NULL,3.75,6.05,2.3
1,10.61,16.82,0.15,0,0:00:00,ORD00844,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,10.61,14.297,3.687
1,3.79,5.05,0,0,0:00:00,ORD00844,PRDCT0054,No,NULL,NULL,NULL,NULL,NULL,3.79,5.05,1.26
2,1.36,1.87,0,0,0:00:00,ORD00845,PRDCT0051,No,NULL,NULL,NULL,NULL,NULL,2.72,3.74,1.02
1,4.28,5.85,0,0,0:00:00,ORD00845,PRDCT0093,No,NULL,NULL,NULL,NULL,NULL,4.28,5.85,1.57
3,4.05,6.32,0,0,0:00:00,ORD00845,PRDCT0036,No,NULL,NULL,NULL,NULL,NULL,12.15,18.96,6.81
3,4.48,6.67,0.15,0,0:00:00,ORD00845,PRDCT0032,No,NULL,NULL,NULL,NULL,NULL,13.44,17.0085,3.5685
2,5.54,8.55,0.05,0,0:00:00,ORD00845,PRDCT0095,No,NULL,NULL,NULL,NULL,NULL,11.08,16.245,5.165
1,10.09,12.72,0,0,0:00:00,ORD00846,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,10.09,12.72,2.63
3,2.88,4.51,0.1,0,0:00:00,ORD00846,PRDCT0025,No,NULL,NULL,NULL,NULL,NULL,8.64,12.177,3.537
1,7.57,10.69,0,0,0:00:00,ORD00847,PRDCT0060,No,NULL,NULL,NULL,NULL,NULL,7.57,10.69,3.12
1,5.2,7.44,0,0,0:00:00,ORD00847,PRDCT0048,No,NULL,NULL,NULL,NULL,NULL,5.2,7.44,2.24
1,1.82,2.49,0,0,0:00:00,ORD00847,PRDCT0051,No,NULL,NULL,NULL,NULL,NULL,1.82,2.49,0.67
3,15.02,21.31,0.25,0,0:00:00,ORD00848,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,45.06,47.9475,2.8875
19,22.46,30.29,0.25,0,0:00:00,ORD00848,PRDCT0005,No,NULL,NULL,NULL,NULL,NULL,426.74,431.6325,4.8925
2,5.37,6.9,0.25,0,0:00:00,ORD00848,PRDCT0027,No,NULL,NULL,NULL,NULL,NULL,10.74,10.35,-0.39
1,4.51,6.59,0,1,12:53:22,ORD00849,PRDCT0049,Yes,1/19/2026,2026,1,January,Stale/Hard,4.51,6.59,2.08
11,3.45,5.44,0,0,0:00:00,ORD00849,PRDCT0056,No,NULL,NULL,NULL,NULL,NULL,37.95,59.84,21.89
1,6.89,10.82,0,0,0:00:00,ORD00849,PRDCT0059,No,NULL,NULL,NULL,NULL,NULL,6.89,10.82,3.93
4,4.79,7.56,0,0,0:00:00,ORD00850,PRDCT0016,No,NULL,NULL,NULL,NULL,NULL,19.16,30.24,11.08
3,10.61,16.82,0.05,0,0:00:00,ORD00850,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,31.83,47.937,16.107
